sample_id,split,src_dir,dst_dir,file_count,total_bytes,seed,created_at,mode
E281,test,backend\data\Srilankan_OCT\DataFiles\E281,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E281,5,46256664,42,2026-03-21T16:18:00,junction
E789,test,backend\data\Srilankan_OCT\DataFiles\E789,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E789,5,46256948,42,2026-03-21T16:18:00,junction
E102,test,backend\data\Srilankan_OCT\DataFiles\E102,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E102,5,3487840,42,2026-03-21T16:18:00,junction
E113,test,backend\data\Srilankan_OCT\DataFiles\E113,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E113,9,8048872,42,2026-03-21T16:18:00,junction
E471,test,backend\data\Srilankan_OCT\DataFiles\E471,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E471,5,46256852,42,2026-03-21T16:18:00,junction
E824,test,backend\data\Srilankan_OCT\DataFiles\E824,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E824,5,46256568,42,2026-03-21T16:18:00,junction
E348,test,backend\data\Srilankan_OCT\DataFiles\E348,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E348,9,7835894,42,2026-03-21T16:18:00,junction
E746,test,backend\data\Srilankan_OCT\DataFiles\E746,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E746,8,5112562,42,2026-03-21T16:18:00,junction
E926,test,backend\data\Srilankan_OCT\DataFiles\E926,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E926,5,46255934,42,2026-03-21T16:18:00,junction
E136,test,backend\data\Srilankan_OCT\DataFiles\E136,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E136,9,7915440,42,2026-03-21T16:18:00,junction
E670,test,backend\data\Srilankan_OCT\DataFiles\E670,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E670,13,54299176,42,2026-03-21T16:18:00,junction
E871,test,backend\data\Srilankan_OCT\DataFiles\E871,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E871,13,54284410,42,2026-03-21T16:18:00,junction
E561,test,backend\data\Srilankan_OCT\DataFiles\E561,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E561,5,46257688,42,2026-03-21T16:18:00,junction
E091,test,backend\data\Srilankan_OCT\DataFiles\E091,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E091,9,8029208,42,2026-03-21T16:18:00,junction
E012,test,backend\data\Srilankan_OCT\DataFiles\E012,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E012,8,5151856,42,2026-03-21T16:18:00,junction
E372,test,backend\data\Srilankan_OCT\DataFiles\E372,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E372,9,92512584,42,2026-03-21T16:18:00,junction
E090,test,backend\data\Srilankan_OCT\DataFiles\E090,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E090,9,8013580,42,2026-03-21T16:18:00,junction
E083,test,backend\data\Srilankan_OCT\DataFiles\E083,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E083,9,92511950,42,2026-03-21T16:18:00,junction
E717,test,backend\data\Srilankan_OCT\DataFiles\E717,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E717,5,46256636,42,2026-03-21T16:18:00,junction
E938,test,backend\data\Srilankan_OCT\DataFiles\E938,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E938,5,46256586,42,2026-03-21T16:18:00,junction
E966,test,backend\data\Srilankan_OCT\DataFiles\E966,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E966,9,8042550,42,2026-03-21T16:18:00,junction
E522,test,backend\data\Srilankan_OCT\DataFiles\E522,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E522,8,5130884,42,2026-03-21T16:18:00,junction
E763,test,backend\data\Srilankan_OCT\DataFiles\E763,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E763,13,11491446,42,2026-03-21T16:18:00,junction
E052,test,backend\data\Srilankan_OCT\DataFiles\E052,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E052,8,5156086,42,2026-03-21T16:18:00,junction
E859,test,backend\data\Srilankan_OCT\DataFiles\E859,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E859,5,3451478,42,2026-03-21T16:18:00,junction
E578,test,backend\data\Srilankan_OCT\DataFiles\E578,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E578,13,54352604,42,2026-03-21T16:18:00,junction
E285,test,backend\data\Srilankan_OCT\DataFiles\E285,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E285,5,46257294,42,2026-03-21T16:18:00,junction
E650,test,backend\data\Srilankan_OCT\DataFiles\E650,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E650,13,54301452,42,2026-03-21T16:18:00,junction
E288,test,backend\data\Srilankan_OCT\DataFiles\E288,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E288,5,46257418,42,2026-03-21T16:18:00,junction
E157,test,backend\data\Srilankan_OCT\DataFiles\E157,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E157,9,7932184,42,2026-03-21T16:18:00,junction
E790,test,backend\data\Srilankan_OCT\DataFiles\E790,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E790,5,46257260,42,2026-03-21T16:18:00,junction
E793,test,backend\data\Srilankan_OCT\DataFiles\E793,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E793,9,8037536,42,2026-03-21T16:18:00,junction
E764,test,backend\data\Srilankan_OCT\DataFiles\E764,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E764,9,8013270,42,2026-03-21T16:18:00,junction
E075,test,backend\data\Srilankan_OCT\DataFiles\E075,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E075,8,5048210,42,2026-03-21T16:18:00,junction
E556,test,backend\data\Srilankan_OCT\DataFiles\E556,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E556,8,5160924,42,2026-03-21T16:18:00,junction
E645,test,backend\data\Srilankan_OCT\DataFiles\E645,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E645,16,13044410,42,2026-03-21T16:18:00,junction
E605,test,backend\data\Srilankan_OCT\DataFiles\E605,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E605,5,46257568,42,2026-03-21T16:18:00,junction
E018,test,backend\data\Srilankan_OCT\DataFiles\E018,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E018,5,46255838,42,2026-03-21T16:18:00,junction
E515,test,backend\data\Srilankan_OCT\DataFiles\E515,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E515,5,3434604,42,2026-03-21T16:18:00,junction
E076,test,backend\data\Srilankan_OCT\DataFiles\E076,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E076,12,51305254,42,2026-03-21T16:18:00,junction
E732,test,backend\data\Srilankan_OCT\DataFiles\E732,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E732,12,8701828,42,2026-03-21T16:18:00,junction
E901,test,backend\data\Srilankan_OCT\DataFiles\E901,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E901,5,46256376,42,2026-03-21T16:18:00,junction
E594,test,backend\data\Srilankan_OCT\DataFiles\E594,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E594,8,5031296,42,2026-03-21T16:18:00,junction
E523,test,backend\data\Srilankan_OCT\DataFiles\E523,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E523,12,8661810,42,2026-03-21T16:18:00,junction
E400,test,backend\data\Srilankan_OCT\DataFiles\E400,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E400,9,92512388,42,2026-03-21T16:18:00,junction
E518,test,backend\data\Srilankan_OCT\DataFiles\E518,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E518,9,8041220,42,2026-03-21T16:18:00,junction
E731,test,backend\data\Srilankan_OCT\DataFiles\E731,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E731,13,11557900,42,2026-03-21T16:18:00,junction
E082,test,backend\data\Srilankan_OCT\DataFiles\E082,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E082,9,92512814,42,2026-03-21T16:18:00,junction
E134,test,backend\data\Srilankan_OCT\DataFiles\E134,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E134,9,7912358,42,2026-03-21T16:18:00,junction
E066,test,backend\data\Srilankan_OCT\DataFiles\E066,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E066,5,3421048,42,2026-03-21T16:18:00,junction
E214,test,backend\data\Srilankan_OCT\DataFiles\E214,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E214,9,8055406,42,2026-03-21T16:18:00,junction
E702,test,backend\data\Srilankan_OCT\DataFiles\E702,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E702,5,46256542,42,2026-03-21T16:18:00,junction
E022,test,backend\data\Srilankan_OCT\DataFiles\E022,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E022,9,8046842,42,2026-03-21T16:18:00,junction
E873,test,backend\data\Srilankan_OCT\DataFiles\E873,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E873,12,51417158,42,2026-03-21T16:18:00,junction
E693,test,backend\data\Srilankan_OCT\DataFiles\E693,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E693,5,46257160,42,2026-03-21T16:18:00,junction
E765,test,backend\data\Srilankan_OCT\DataFiles\E765,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E765,5,3499732,42,2026-03-21T16:18:00,junction
E845,test,backend\data\Srilankan_OCT\DataFiles\E845,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E845,13,54240066,42,2026-03-21T16:18:00,junction
E026,test,backend\data\Srilankan_OCT\DataFiles\E026,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E026,16,13124272,42,2026-03-21T16:18:00,junction
E832,test,backend\data\Srilankan_OCT\DataFiles\E832,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E832,8,5157926,42,2026-03-21T16:18:00,junction
E909,test,backend\data\Srilankan_OCT\DataFiles\E909,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E909,9,49780934,42,2026-03-21T16:18:00,junction
E491,test,backend\data\Srilankan_OCT\DataFiles\E491,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E491,8,5139552,42,2026-03-21T16:18:00,junction
E850,test,backend\data\Srilankan_OCT\DataFiles\E850,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E850,5,46256350,42,2026-03-21T16:18:00,junction
E560,test,backend\data\Srilankan_OCT\DataFiles\E560,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E560,5,46256684,42,2026-03-21T16:18:00,junction
E639,test,backend\data\Srilankan_OCT\DataFiles\E639,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E639,12,8659840,42,2026-03-21T16:18:00,junction
E911,test,backend\data\Srilankan_OCT\DataFiles\E911,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E911,9,7797062,42,2026-03-21T16:18:00,junction
E107,test,backend\data\Srilankan_OCT\DataFiles\E107,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E107,8,5112172,42,2026-03-21T16:18:00,junction
E545,test,backend\data\Srilankan_OCT\DataFiles\E545,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E545,9,7961852,42,2026-03-21T16:18:00,junction
E144,test,backend\data\Srilankan_OCT\DataFiles\E144,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E144,8,5025604,42,2026-03-21T16:18:00,junction
E139,test,backend\data\Srilankan_OCT\DataFiles\E139,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E139,8,5022498,42,2026-03-21T16:18:00,junction
E685,test,backend\data\Srilankan_OCT\DataFiles\E685,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E685,8,5162526,42,2026-03-21T16:18:00,junction
E592,test,backend\data\Srilankan_OCT\DataFiles\E592,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E592,13,54197610,42,2026-03-21T16:18:00,junction
E054,test,backend\data\Srilankan_OCT\DataFiles\E054,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E054,5,46256810,42,2026-03-21T16:18:00,junction
E819,test,backend\data\Srilankan_OCT\DataFiles\E819,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E819,9,8015128,42,2026-03-21T16:18:00,junction
E614,test,backend\data\Srilankan_OCT\DataFiles\E614,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E614,9,7673708,42,2026-03-21T16:18:00,junction
E068,test,backend\data\Srilankan_OCT\DataFiles\E068,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E068,9,8018282,42,2026-03-21T16:18:00,junction
E053,test,backend\data\Srilankan_OCT\DataFiles\E053,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E053,5,46257188,42,2026-03-21T16:18:00,junction
E577,test,backend\data\Srilankan_OCT\DataFiles\E577,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E577,5,46256236,42,2026-03-21T16:18:00,junction
E675,test,backend\data\Srilankan_OCT\DataFiles\E675,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E675,9,7978954,42,2026-03-21T16:18:00,junction
E519,test,backend\data\Srilankan_OCT\DataFiles\E519,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E519,16,13149254,42,2026-03-21T16:18:00,junction
E579,test,backend\data\Srilankan_OCT\DataFiles\E579,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E579,13,54341864,42,2026-03-21T16:18:00,junction
E624,test,backend\data\Srilankan_OCT\DataFiles\E624,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E624,13,54323258,42,2026-03-21T16:18:00,junction
E946,test,backend\data\Srilankan_OCT\DataFiles\E946,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E946,5,46256858,42,2026-03-21T16:18:00,junction
E755,test,backend\data\Srilankan_OCT\DataFiles\E755,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E755,5,46256992,42,2026-03-21T16:18:00,junction
E549,test,backend\data\Srilankan_OCT\DataFiles\E549,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E549,12,51275152,42,2026-03-21T16:18:00,junction
E154,test,backend\data\Srilankan_OCT\DataFiles\E154,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E154,9,8042206,42,2026-03-21T16:18:00,junction
E514,test,backend\data\Srilankan_OCT\DataFiles\E514,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E514,5,46258250,42,2026-03-21T16:18:00,junction
E874,test,backend\data\Srilankan_OCT\DataFiles\E874,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E874,12,51412114,42,2026-03-21T16:18:00,junction
E666,test,backend\data\Srilankan_OCT\DataFiles\E666,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E666,5,46256776,42,2026-03-21T16:18:00,junction
E145,test,backend\data\Srilankan_OCT\DataFiles\E145,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E145,5,46257280,42,2026-03-21T16:18:00,junction
E314,test,backend\data\Srilankan_OCT\DataFiles\E314,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E314,5,46256974,42,2026-03-21T16:18:00,junction
E125,test,backend\data\Srilankan_OCT\DataFiles\E125,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E125,16,13115028,42,2026-03-21T16:18:00,junction
E730,test,backend\data\Srilankan_OCT\DataFiles\E730,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E730,13,11579388,42,2026-03-21T16:18:00,junction
E280,test,backend\data\Srilankan_OCT\DataFiles\E280,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E280,5,46256108,42,2026-03-21T16:18:00,junction
E719,test,backend\data\Srilankan_OCT\DataFiles\E719,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E719,5,46257620,42,2026-03-21T16:18:00,junction
E940,test,backend\data\Srilankan_OCT\DataFiles\E940,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E940,5,46256602,42,2026-03-21T16:18:00,junction
E492,test,backend\data\Srilankan_OCT\DataFiles\E492,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E492,8,5139722,42,2026-03-21T16:18:00,junction
E710,test,backend\data\Srilankan_OCT\DataFiles\E710,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E710,9,8036276,42,2026-03-21T16:18:00,junction
E510,test,backend\data\Srilankan_OCT\DataFiles\E510,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E510,9,7932690,42,2026-03-21T16:18:00,junction
E920,test,backend\data\Srilankan_OCT\DataFiles\E920,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E920,5,46257170,42,2026-03-21T16:18:00,junction
E051,test,backend\data\Srilankan_OCT\DataFiles\E051,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E051,8,5159132,42,2026-03-21T16:18:00,junction
E524,test,backend\data\Srilankan_OCT\DataFiles\E524,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E524,9,8046038,42,2026-03-21T16:18:00,junction
E554,test,backend\data\Srilankan_OCT\DataFiles\E554,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E554,8,5156156,42,2026-03-21T16:18:00,junction
E627,test,backend\data\Srilankan_OCT\DataFiles\E627,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E627,20,59465844,42,2026-03-21T16:18:00,junction
E004,test,backend\data\Srilankan_OCT\DataFiles\E004,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E004,5,1024138,42,2026-03-21T16:18:00,junction
E037,test,backend\data\Srilankan_OCT\DataFiles\E037,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E037,17,100573450,42,2026-03-21T16:18:00,junction
E877,test,backend\data\Srilankan_OCT\DataFiles\E877,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E877,12,51331874,42,2026-03-21T16:18:00,junction
E783,test,backend\data\Srilankan_OCT\DataFiles\E783,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E783,5,46256306,42,2026-03-21T16:18:00,junction
E153,test,backend\data\Srilankan_OCT\DataFiles\E153,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E153,8,5117612,42,2026-03-21T16:18:00,junction
E754,test,backend\data\Srilankan_OCT\DataFiles\E754,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E754,5,46256448,42,2026-03-21T16:18:00,junction
E581,test,backend\data\Srilankan_OCT\DataFiles\E581,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E581,16,13212894,42,2026-03-21T16:18:00,junction
E894,test,backend\data\Srilankan_OCT\DataFiles\E894,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E894,13,54203748,42,2026-03-21T16:18:00,junction
E356,test,backend\data\Srilankan_OCT\DataFiles\E356,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E356,17,99581216,42,2026-03-21T16:18:00,junction
E807,test,backend\data\Srilankan_OCT\DataFiles\E807,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E807,8,5105822,42,2026-03-21T16:18:00,junction
E122,test,backend\data\Srilankan_OCT\DataFiles\E122,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E122,5,3560890,42,2026-03-21T16:18:00,junction
E674,test,backend\data\Srilankan_OCT\DataFiles\E674,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E674,9,8017386,42,2026-03-21T16:18:00,junction
E608,test,backend\data\Srilankan_OCT\DataFiles\E608,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E608,5,46256698,42,2026-03-21T16:18:00,junction
E580,test,backend\data\Srilankan_OCT\DataFiles\E580,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E580,16,13211486,42,2026-03-21T16:18:00,junction
E954,test,backend\data\Srilankan_OCT\DataFiles\E954,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E954,13,54174354,42,2026-03-21T16:18:00,junction
E133,test,backend\data\Srilankan_OCT\DataFiles\E133,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E133,5,3440650,42,2026-03-21T16:18:00,junction
E846,test,backend\data\Srilankan_OCT\DataFiles\E846,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E846,8,5058734,42,2026-03-21T16:18:00,junction
E500,test,backend\data\Srilankan_OCT\DataFiles\E500,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E500,5,3497328,42,2026-03-21T16:18:00,junction
E525,test,backend\data\Srilankan_OCT\DataFiles\E525,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E525,9,8050952,42,2026-03-21T16:18:00,junction
E534,test,backend\data\Srilankan_OCT\DataFiles\E534,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E534,9,8048240,42,2026-03-21T16:18:00,junction
E574,test,backend\data\Srilankan_OCT\DataFiles\E574,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E574,8,5016510,42,2026-03-21T16:18:00,junction
E915,test,backend\data\Srilankan_OCT\DataFiles\E915,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E915,9,92513118,42,2026-03-21T16:18:00,junction
E663,test,backend\data\Srilankan_OCT\DataFiles\E663,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E663,5,46256482,42,2026-03-21T16:18:00,junction
E553,test,backend\data\Srilankan_OCT\DataFiles\E553,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E553,12,51416474,42,2026-03-21T16:18:00,junction
E020,test,backend\data\Srilankan_OCT\DataFiles\E020,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E020,5,46256464,42,2026-03-21T16:18:00,junction
E660,test,backend\data\Srilankan_OCT\DataFiles\E660,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E660,5,46257250,42,2026-03-21T16:18:00,junction
E680,test,backend\data\Srilankan_OCT\DataFiles\E680,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E680,9,8057994,42,2026-03-21T16:18:00,junction
E126,test,backend\data\Srilankan_OCT\DataFiles\E126,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E126,13,54193200,42,2026-03-21T16:18:00,junction
E527,test,backend\data\Srilankan_OCT\DataFiles\E527,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E527,5,3519888,42,2026-03-21T16:18:00,junction
E061,test,backend\data\Srilankan_OCT\DataFiles\E061,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E061,16,13093352,42,2026-03-21T16:18:00,junction
E751,test,backend\data\Srilankan_OCT\DataFiles\E751,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E751,8,5106012,42,2026-03-21T16:18:00,junction
E120,test,backend\data\Srilankan_OCT\DataFiles\E120,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E120,12,8710474,42,2026-03-21T16:18:00,junction
E583,test,backend\data\Srilankan_OCT\DataFiles\E583,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E583,13,11532016,42,2026-03-21T16:18:00,junction
E034,test,backend\data\Srilankan_OCT\DataFiles\E034,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E034,9,8054676,42,2026-03-21T16:18:00,junction
E540,test,backend\data\Srilankan_OCT\DataFiles\E540,C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Srilankan_OCT\DataFiles\E540,15,10311636,42,2026-03-21T16:18:00,junction
